gene_id	go_id	GO_LEVEL	METAGO_L2	METAGO_L3	METAGO_L4	METAGO_L5
Pa_0_10	GO:0005777	7	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_10	GO:0006996	5	GO:0009987	GO:0071840	GO:0016043	GO:0006996
Pa_0_10	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1000	GO:0005575	1	GO:0005575	GO:0005575	GO:0005575	GO:0005575
Pa_0_1000	GO:0006766	4	GO:0008152	GO:0044281	GO:0006766	GO:0006766
Pa_0_1000	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1010	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_1010	GO:0005634	6	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_1010	GO:0006351	10	GO:0008152|GO:0009987	GO:0009058|GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0044249|GO:1901576|GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0009059|GO:0019438|GO:0018130|GO:0044271|GO:1901362|GO:0006139|GO:0044260
Pa_0_1020	GO:0003676	4	GO:0005488	GO:1901363|GO:0097159	GO:0003676	GO:0003676
Pa_0_1020	GO:0003735	3	GO:0005198	GO:0003735	GO:0003735	GO:0003735
Pa_0_1020	GO:0005840	6	GO:0110165	GO:0043226	GO:0043228|GO:0043229	GO:0043232
Pa_0_1020	GO:0006412	8	GO:0008152|GO:0009987	GO:0009058|GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0044249|GO:1901576|GO:0034641|GO:0043170|GO:1901564	GO:0043603|GO:0009059|GO:1901566|GO:0044271|GO:0019538|GO:0044260
Pa_0_1030	GO:0005198	2	GO:0005198	GO:0005198	GO:0005198	GO:0005198
Pa_0_1030	GO:0005840	6	GO:0110165	GO:0043226	GO:0043228|GO:0043229	GO:0043232
Pa_0_1030	GO:0006412	8	GO:0008152|GO:0009987	GO:0009058|GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0044249|GO:1901576|GO:0034641|GO:0043170|GO:1901564	GO:0043603|GO:0009059|GO:1901566|GO:0044271|GO:0019538|GO:0044260
Pa_0_1030	GO:0006464	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0043170|GO:1901564	GO:0043412|GO:0019538|GO:0044260
Pa_0_1030	GO:0050789	3	GO:0065007	GO:0050789	GO:0050789	GO:0050789
Pa_0_1050	GO:0006464	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0043170|GO:1901564	GO:0043412|GO:0019538|GO:0044260
Pa_0_1050	GO:0007165	5	GO:0009987|GO:0065007	GO:0050789	GO:0050794	GO:0007165
Pa_0_1050	GO:0030234	3	GO:0098772	GO:0030234	GO:0030234	GO:0030234
Pa_0_1060	GO:0005215	2	GO:0005215	GO:0005215	GO:0005215	GO:0005215
Pa_0_1060	GO:0006810	4	GO:0051179	GO:0051234	GO:0006810	GO:0006810
Pa_0_1060	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1070	GO:0003700	3	GO:0140110	GO:0003700	GO:0003700	GO:0003700
Pa_0_1070	GO:0005634	6	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_1070	GO:0006351	10	GO:0008152|GO:0009987	GO:0009058|GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0044249|GO:1901576|GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0009059|GO:0019438|GO:0018130|GO:0044271|GO:1901362|GO:0006139|GO:0044260
Pa_0_1080	GO:0005575	1	GO:0005575	GO:0005575	GO:0005575	GO:0005575
Pa_0_1080	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_1080	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_1090	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_110	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1100	GO:0003723	5	GO:0005488	GO:1901363|GO:0097159	GO:0003676	GO:0003723
Pa_0_1100	GO:0005618	4	GO:0110165	GO:0030312	GO:0005618	GO:0005618
Pa_0_1100	GO:0005739	6	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_1100	GO:0005829	3	GO:0110165	GO:0005829	GO:0005829	GO:0005829
Pa_0_1100	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_1100	GO:0006810	4	GO:0051179	GO:0051234	GO:0006810	GO:0006810
Pa_0_1100	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_1110	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_1120	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_1120	GO:0042221	3	GO:0050896	GO:0042221	GO:0042221	GO:0042221
Pa_0_1130	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_1130	GO:0042221	3	GO:0050896	GO:0042221	GO:0042221	GO:0042221
Pa_0_1140	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_1150	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1160	GO:0003674	1	GO:0003674	GO:0003674	GO:0003674	GO:0003674
Pa_0_1170	GO:0006464	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0043170|GO:1901564	GO:0043412|GO:0019538|GO:0044260
Pa_0_1190	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_1190	GO:0016829	3	GO:0003824	GO:0016829	GO:0016829	GO:0016829
Pa_0_120	GO:0003674	1	GO:0003674	GO:0003674	GO:0003674	GO:0003674
Pa_0_120	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1210	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1210	GO:0016192	5	GO:0051179|GO:0009987	GO:0051234	GO:0006810	GO:0016192
Pa_0_1220	GO:0003674	1	GO:0003674	GO:0003674	GO:0003674	GO:0003674
Pa_0_1220	GO:0016070	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0006139
Pa_0_1220	GO:0050789	3	GO:0065007	GO:0050789	GO:0050789	GO:0050789
Pa_0_1250	GO:0005576	3	GO:0110165	GO:0005576	GO:0005576	GO:0005576
Pa_0_1250	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_1250	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1260	GO:0003674	1	GO:0003674	GO:0003674	GO:0003674	GO:0003674
Pa_0_1270	GO:0006810	4	GO:0051179	GO:0051234	GO:0006810	GO:0006810
Pa_0_1270	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1280	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1290	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1300	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1300	GO:0016192	5	GO:0051179|GO:0009987	GO:0051234	GO:0006810	GO:0016192
Pa_0_1310	GO:0005618	4	GO:0110165	GO:0030312	GO:0005618	GO:0005618
Pa_0_1310	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_1310	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1310	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1320	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1330	GO:0008233	4	GO:0003824	GO:0140096|GO:0016787	GO:0008233	GO:0008233
Pa_0_1340	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_1340	GO:0006464	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0043170|GO:1901564	GO:0043412|GO:0019538|GO:0044260
Pa_0_1340	GO:0007049	3	GO:0009987	GO:0007049	GO:0007049	GO:0007049
Pa_0_1340	GO:0050789	3	GO:0065007	GO:0050789	GO:0050789	GO:0050789
Pa_0_1350	GO:0003674	1	GO:0003674	GO:0003674	GO:0003674	GO:0003674
Pa_0_1360	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_1360	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1370	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_1370	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1380	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1390	GO:0008233	4	GO:0003824	GO:0140096|GO:0016787	GO:0008233	GO:0008233
Pa_0_140	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1400	GO:0008233	4	GO:0003824	GO:0140096|GO:0016787	GO:0008233	GO:0008233
Pa_0_1420	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_1423	GO:0005506	7	GO:0005488	GO:0043167	GO:0043169	GO:0046872
Pa_0_1423	GO:0008289	3	GO:0005488	GO:0008289	GO:0008289	GO:0008289
Pa_0_1423	GO:0016705	4	GO:0003824	GO:0016491	GO:0016705	GO:0016705
Pa_0_1423	GO:0020037	5	GO:0005488	GO:1901363|GO:0097159	GO:0046906	GO:0020037
Pa_0_1423	GO:0055114	3	GO:0008152	GO:0055114	GO:0055114	GO:0055114
Pa_0_1425	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_1425	GO:0016779	5	GO:0003824	GO:0016740	GO:0016772	GO:0016779
Pa_0_1430	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_1440	GO:0008233	4	GO:0003824	GO:0140096|GO:0016787	GO:0008233	GO:0008233
Pa_0_1445	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1460	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_1460	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1480	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_1480	GO:0005773	6	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_1480	GO:0012505	3	GO:0110165	GO:0012505	GO:0012505	GO:0012505
Pa_0_1480	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1480	GO:0016192	5	GO:0051179|GO:0009987	GO:0051234	GO:0006810	GO:0016192
Pa_0_1480	GO:0030163	6	GO:0008152	GO:0009056|GO:0006807|GO:0044238|GO:0071704	GO:1901575|GO:0043170|GO:1901564	GO:0009057|GO:1901565|GO:0019538
Pa_0_1480	GO:0031410	7	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0031982
Pa_0_1480	GO:0034293	4	GO:0022414|GO:0032502	GO:0043934|GO:0003006	GO:0034293	GO:0034293
Pa_0_150	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_150	GO:0008233	4	GO:0003824	GO:0140096|GO:0016787	GO:0008233	GO:0008233
Pa_0_1500	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_1500	GO:0005829	3	GO:0110165	GO:0005829	GO:0005829	GO:0005829
Pa_0_1500	GO:0006464	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0043170|GO:1901564	GO:0043412|GO:0019538|GO:0044260
Pa_0_1500	GO:0006996	5	GO:0009987	GO:0071840	GO:0016043	GO:0006996
Pa_0_1500	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1500	GO:0030234	3	GO:0098772	GO:0030234	GO:0030234	GO:0030234
Pa_0_1500	GO:0050789	3	GO:0065007	GO:0050789	GO:0050789	GO:0050789
Pa_0_1530	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_1530	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_1540	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_1540	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_1550	GO:0003674	1	GO:0003674	GO:0003674	GO:0003674	GO:0003674
Pa_0_1550	GO:0005575	1	GO:0005575	GO:0005575	GO:0005575	GO:0005575
Pa_0_1560	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_1580	GO:0003723	5	GO:0005488	GO:1901363|GO:0097159	GO:0003676	GO:0003723
Pa_0_1580	GO:0005198	2	GO:0005198	GO:0005198	GO:0005198	GO:0005198
Pa_0_1580	GO:0005829	3	GO:0110165	GO:0005829	GO:0005829	GO:0005829
Pa_0_1580	GO:0005840	6	GO:0110165	GO:0043226	GO:0043228|GO:0043229	GO:0043232
Pa_0_1580	GO:0006412	8	GO:0008152|GO:0009987	GO:0009058|GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0044249|GO:1901576|GO:0034641|GO:0043170|GO:1901564	GO:0043603|GO:0009059|GO:1901566|GO:0044271|GO:0019538|GO:0044260
Pa_0_1580	GO:0016070	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0006139
Pa_0_1580	GO:0042254	6	GO:0009987	GO:0071840	GO:0044085	GO:0022613
Pa_0_160	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_160	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_1600	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_1630	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_16355	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_1640	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_170	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_180	GO:0003700	3	GO:0140110	GO:0003700	GO:0003700	GO:0003700
Pa_0_180	GO:0005634	6	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_180	GO:0006351	10	GO:0008152|GO:0009987	GO:0009058|GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0044249|GO:1901576|GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0009059|GO:0019438|GO:0018130|GO:0044271|GO:1901362|GO:0006139|GO:0044260
Pa_0_190	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_20	GO:0003677	5	GO:0005488	GO:1901363|GO:0097159	GO:0003676	GO:0003677
Pa_0_20	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_20	GO:0005634	6	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_20	GO:0005694	6	GO:0110165	GO:0043226	GO:0043228|GO:0043229	GO:0043232
Pa_0_20	GO:0006259	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0006139|GO:0044260
Pa_0_20	GO:0006351	10	GO:0008152|GO:0009987	GO:0009058|GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0044249|GO:1901576|GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0009059|GO:0019438|GO:0018130|GO:0044271|GO:1901362|GO:0006139|GO:0044260
Pa_0_20	GO:0006950	3	GO:0050896	GO:0006950	GO:0006950	GO:0006950
Pa_0_20	GO:0006996	5	GO:0009987	GO:0071840	GO:0016043	GO:0006996
Pa_0_20	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_20	GO:0030234	3	GO:0098772	GO:0030234	GO:0030234	GO:0030234
Pa_0_20	GO:0032502	2	GO:0032502	GO:0032502	GO:0032502	GO:0032502
Pa_0_20	GO:0050789	3	GO:0065007	GO:0050789	GO:0050789	GO:0050789
Pa_0_200	GO:0005215	2	GO:0005215	GO:0005215	GO:0005215	GO:0005215
Pa_0_200	GO:0006810	4	GO:0051179	GO:0051234	GO:0006810	GO:0006810
Pa_0_200	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_210	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_220	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_240	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_270	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_280	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_290	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_30	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_300	GO:0006766	4	GO:0008152	GO:0044281	GO:0006766	GO:0006766
Pa_0_300	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_310	GO:0008150	1	GO:0008150	GO:0008150	GO:0008150	GO:0008150
Pa_0_310	GO:0016874	3	GO:0003824	GO:0016874	GO:0016874	GO:0016874
Pa_0_320	GO:0008150	1	GO:0008150	GO:0008150	GO:0008150	GO:0008150
Pa_0_320	GO:0016874	3	GO:0003824	GO:0016874	GO:0016874	GO:0016874
Pa_0_330	GO:0008233	4	GO:0003824	GO:0140096|GO:0016787	GO:0008233	GO:0008233
Pa_0_340	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_370	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_370	GO:0042221	3	GO:0050896	GO:0042221	GO:0042221	GO:0042221
Pa_0_390	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_40	GO:0016829	3	GO:0003824	GO:0016829	GO:0016829	GO:0016829
Pa_0_400	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_400	GO:0055114	3	GO:0008152	GO:0055114	GO:0055114	GO:0055114
Pa_0_420	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_440	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_450	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_480	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_50	GO:0006464	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0043170|GO:1901564	GO:0043412|GO:0019538|GO:0044260
Pa_0_50	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_50	GO:0030163	6	GO:0008152	GO:0009056|GO:0006807|GO:0044238|GO:0071704	GO:1901575|GO:0043170|GO:1901564	GO:0009057|GO:1901565|GO:0019538
Pa_0_530	GO:0003674	1	GO:0003674	GO:0003674	GO:0003674	GO:0003674
Pa_0_530	GO:0005575	1	GO:0005575	GO:0005575	GO:0005575	GO:0005575
Pa_0_530	GO:0008150	1	GO:0008150	GO:0008150	GO:0008150	GO:0008150
Pa_0_540	GO:0005886	4	GO:0110165	GO:0016020	GO:0005886	GO:0005886
Pa_0_540	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_540	GO:0016021	4	GO:0110165	GO:0031224	GO:0016021	GO:0016021
Pa_0_540	GO:0043190	6	GO:0032991	GO:1990351|GO:0098796	GO:1902495|GO:0098797	GO:0098533
Pa_0_540	GO:0055085	5	GO:0051179|GO:0009987	GO:0051234	GO:0006810	GO:0055085
Pa_0_550	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_560	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_570	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_580	GO:0006810	4	GO:0051179	GO:0051234	GO:0006810	GO:0006810
Pa_0_580	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_60	GO:0003723	5	GO:0005488	GO:1901363|GO:0097159	GO:0003676	GO:0003723
Pa_0_60	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_60	GO:0005730	6	GO:0110165	GO:0043226	GO:0043228|GO:0043229	GO:0043232
Pa_0_60	GO:0016070	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0006139
Pa_0_60	GO:0042254	6	GO:0009987	GO:0071840	GO:0044085	GO:0022613
Pa_0_600	GO:0005215	2	GO:0005215	GO:0005215	GO:0005215	GO:0005215
Pa_0_600	GO:0006810	4	GO:0051179	GO:0051234	GO:0006810	GO:0006810
Pa_0_600	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_630	GO:0033609	8	GO:0008152|GO:0009987	GO:0044281|GO:0044237|GO:0071704	GO:0006082	GO:0043436
Pa_0_630	GO:0045735	2	GO:0045735	GO:0045735	GO:0045735	GO:0045735
Pa_0_640	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_640	GO:0005634	6	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_640	GO:0006464	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0043170|GO:1901564	GO:0043412|GO:0019538|GO:0044260
Pa_0_640	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_650	GO:0005634	6	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_650	GO:0006351	10	GO:0008152|GO:0009987	GO:0009058|GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0044249|GO:1901576|GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0009059|GO:0019438|GO:0018130|GO:0044271|GO:1901362|GO:0006139|GO:0044260
Pa_0_650	GO:0006464	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0043170|GO:1901564	GO:0043412|GO:0019538|GO:0044260
Pa_0_650	GO:0006950	3	GO:0050896	GO:0006950	GO:0006950	GO:0006950
Pa_0_650	GO:0006996	5	GO:0009987	GO:0071840	GO:0016043	GO:0006996
Pa_0_650	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_650	GO:0050789	3	GO:0065007	GO:0050789	GO:0050789	GO:0050789
Pa_0_660	GO:0005198	2	GO:0005198	GO:0005198	GO:0005198	GO:0005198
Pa_0_660	GO:0005739	6	GO:0110165	GO:0043226	GO:0043227|GO:0043229	GO:0043231
Pa_0_660	GO:0005840	6	GO:0110165	GO:0043226	GO:0043228|GO:0043229	GO:0043232
Pa_0_660	GO:0006412	8	GO:0008152|GO:0009987	GO:0009058|GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0044249|GO:1901576|GO:0034641|GO:0043170|GO:1901564	GO:0043603|GO:0009059|GO:1901566|GO:0044271|GO:0019538|GO:0044260
Pa_0_660	GO:0016070	7	GO:0008152|GO:0009987	GO:0006807|GO:0044238|GO:0044237|GO:0071704	GO:0046483|GO:0034641|GO:0006725|GO:0043170|GO:1901360	GO:0006139
Pa_0_660	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_680	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_680	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_700	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_710	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_710	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_710	GO:0016829	3	GO:0003824	GO:0016829	GO:0016829	GO:0016829
Pa_0_718	GO:0005576	3	GO:0110165	GO:0005576	GO:0005576	GO:0005576
Pa_0_718	GO:0005975	4	GO:0008152	GO:0044238|GO:0071704	GO:0005975	GO:0005975
Pa_0_718	GO:0030248	5	GO:0005488	GO:0030246	GO:0030247	GO:0030248
Pa_0_720	GO:0005515	3	GO:0005488	GO:0005515	GO:0005515	GO:0005515
Pa_0_755	GO:0008233	4	GO:0003824	GO:0140096|GO:0016787	GO:0008233	GO:0008233
Pa_0_760	GO:0008233	4	GO:0003824	GO:0140096|GO:0016787	GO:0008233	GO:0008233
Pa_0_770	GO:0003723	5	GO:0005488	GO:1901363|GO:0097159	GO:0003676	GO:0003723
Pa_0_780	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_790	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_80	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_80	GO:0016491	3	GO:0003824	GO:0016491	GO:0016491	GO:0016491
Pa_0_80	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_800	GO:0005575	1	GO:0005575	GO:0005575	GO:0005575	GO:0005575
Pa_0_800	GO:0008150	1	GO:0008150	GO:0008150	GO:0008150	GO:0008150
Pa_0_810	GO:0005215	2	GO:0005215	GO:0005215	GO:0005215	GO:0005215
Pa_0_810	GO:0006810	4	GO:0051179	GO:0051234	GO:0006810	GO:0006810
Pa_0_820	GO:0008150	1	GO:0008150	GO:0008150	GO:0008150	GO:0008150
Pa_0_820	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_820	GO:0016740	3	GO:0003824	GO:0016740	GO:0016740	GO:0016740
Pa_0_830	GO:0003723	5	GO:0005488	GO:1901363|GO:0097159	GO:0003676	GO:0003723
Pa_0_830	GO:0005575	1	GO:0005575	GO:0005575	GO:0005575	GO:0005575
Pa_0_830	GO:0006810	4	GO:0051179	GO:0051234	GO:0006810	GO:0006810
Pa_0_830	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_840	GO:0008150	1	GO:0008150	GO:0008150	GO:0008150	GO:0008150
Pa_0_840	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_840	GO:0016787	3	GO:0003824	GO:0016787	GO:0016787	GO:0016787
Pa_0_85	GO:0016020	3	GO:0110165	GO:0016020	GO:0016020	GO:0016020
Pa_0_850	GO:0003674	1	GO:0003674	GO:0003674	GO:0003674	GO:0003674
Pa_0_855	GO:0004497	4	GO:0003824	GO:0016491	GO:0004497	GO:0004497
