Tm24_Anova_bis_med	T0_Anova_bis_med	T6_Anova_bis_med	T12_Anova_bis_med	T18_Anova_bis_med	T24_Anova_bis_med	T30_Anova_bis_med	T42_Anova_bis_med	T54_Anova_bis_med	T96_Anova_bis_med
Pa_5_11220	0.88	0.82	0.71	0.03	0.11	-0.03	-0.45	-1.17	-1.98	-3.05
Pa_5_11300	1.45	1.94	1.03	0.2	-0.05	0.05	-0.34	-0.91	-0.71	-0.74
Pa_5_11669	0.03	0.94	1.79	1.79	0.95	-0.03	-0.79	-1.2	-1.33	-0.75
Pa_5_11760	2.25	2.7	1.86	0.52	-0.06	0.06	-0.75	-1.28	-1.69	-1.92
Pa_5_12020	0.02	-0.02	0.71	1.23	0.97	0.11	-1.05	-2.41	-2.96	-3.09
Pa_5_12570	0.53	0.3	-0.16	0.82	0.64	0.16	-0.52	-0.46	-1.06	-1.69
Pa_5_12630	0.69	0.54	0.16	0.02	0.01	-0.01	-0.13	-0.36	-0.75	-1.84
Pa_5_12660	-0.72	0.64	-0.1	1.09	0.27	0.38	0.1	-0.37	-1.2	-2.23
Pa_5_1270	1.46	0.97	0.8	0.08	0.4	-0.08	-0.58	-0.49	-1.08	-2.07
Pa_5_1290	2.84	1.51	1.28	0.08	0.11	-0.08	-1.02	-1.78	-1.91	-1.59
Pa_5_1300	2.92	1.42	1.12	0	0.07	0	-0.69	-1.16	-1.42	-1.46
Pa_5_140	1.58	0.2	0.5	0.48	0.27	-0.2	-0.42	-1.5	-1.67	-3.25
Pa_5_150	1.98	2.61	1.68	0.55	-0.02	0.02	-0.88	-1.39	-1.94	-2.26
Pa_5_1500	-0.23	-0.42	1.05	0.68	0.59	0.5	0.23	-1.08	-1.46	-1.8
Pa_5_1630	0.37	0.67	2.74	1.47	0.53	-0.37	-0.8	-1.34	-1.68	-2.4
Pa_5_1871	-0.1	1.17	1.6	1.26	0.39	0.1	-0.87	-1.6	-1.67	-1.5
Pa_5_230	0.11	1.49	1.99	1.69	0.68	-0.11	-0.56	-1.48	-1.83	-2.42
Pa_5_2580	3	3.01	1.47	0.07	-0.07	0.16	-0.43	-0.82	-0.97	-0.99
Pa_5_2700	0.62	0.82	0.72	-0.48	0.16	0.08	-0.08	-0.76	-1.69	-3.39
Pa_5_3060	0.97	-0.13	0.54	0.18	0.13	0.24	-0.19	-0.44	-0.94	-1.88
Pa_5_3115	1.01	0.43	0.08	-0.34	0.07	0.05	-0.05	-0.43	-1.12	-2.04
Pa_5_3290	-0.32	0.02	0.73	0.66	0.64	0.7	-0.02	-1.33	-1.94	-1.82
Pa_5_3300	2.85	3.24	2.77	0.84	-0.02	0.02	-0.67	-1.32	-1.3	-1.19
Pa_5_3435	1.08	1.66	1.8	0.77	0.03	-0.03	-0.46	-1.1	-1.13	-1.52
Pa_5_3650	1.8	1.48	0.77	0.05	0.24	-0.05	-0.62	-1.16	-1.6	-1.8
Pa_5_3660	2.65	1.98	1.47	0.18	-0.18	0.23	-0.97	-1.46	-1.54	-1.16
Pa_5_3670	1.76	1.41	1.25	0.58	0.17	-0.17	-0.55	-0.67	-1.06	-2.44
Pa_5_3920	-0.02	0.34	1.24	0.99	0.41	0.02	-0.85	-1.5	-1.92	-2.34
Pa_5_3930	1.57	0.55	0.1	0.8	0.62	-0.1	-0.98	-1.1	-1.68	-2.67
Pa_5_4105	0.95	1.9	0.74	0.05	0.19	-0.05	-0.58	-0.57	-0.98	-0.36
Pa_5_4167	1.44	2.02	1.23	0.49	-0.05	0.05	-0.76	-1.14	-1.45	-1.58
Pa_5_4170	0.62	1.14	0.4	-0.17	0.43	0.17	-0.67	-1.15	-2	-2.17
Pa_5_4580	-0.95	0.3	0.77	0.28	0.46	0.2	-0.2	-1.37	-1.87	-2.03
Pa_5_5280	0.66	-0.06	1.63	2.26	1.47	0.06	-0.91	-1.62	-2.15	-1.74
Pa_5_620	2.9	2.91	1.17	0.06	-0.06	0.06	-0.77	-1.46	-1.51	-1.59
Pa_5_6240	2.31	1.42	0.8	0.65	0.23	-0.23	-0.79	-0.55	-0.58	-0.58
Pa_5_6259	-0.07	0.79	4.34	3.56	1.68	0.07	-1.14	-1.37	-1.24	-1.62
Pa_5_6340	2.64	1.82	1.29	0.15	0.21	-0.15	-0.48	-1.47	-2.12	-1.88
Pa_5_6420	0.16	0.08	1.49	1.2	0.79	-0.31	-1.03	-1.1	-0.08	-1.4
Pa_5_6510	0.47	0.06	0.38	0.29	0.04	-0.04	-0.44	-0.52	-1.2	-2.2
Pa_5_690	0.62	0.35	0.59	0.24	0.05	-0.05	-0.65	-1.05	-1.35	-2.07
Pa_5_7015	1.66	0.78	0.37	0.12	0.08	-0.08	-0.44	-0.75	-0.97	-1.35
Pa_5_7020	2.3	0.93	0.55	0	0.28	0	-0.42	-1.9	-2.66	-3.15
Pa_5_7055	3.48	3.83	2.27	0.11	-0.11	0.22	-0.55	-1.08	-1.52	-1.31
Pa_5_7480	1.87	2.46	1.7	1.37	0.57	-0.57	-1.18	-2.56	-2.47	-1.5
Pa_5_7550	-0.26	1.14	0.58	0.84	0.4	0.26	-0.34	-0.5	-0.96	-2.23
Pa_5_7780	0.71	0.45	1.86	1.28	0.52	-0.45	-0.66	-1.31	-1.39	-1.4
Pa_5_7825	1.06	0.25	0.63	0.46	0.33	-0.25	-0.36	-0.41	-1.01	-2.01
Pa_5_8280	-0.32	0.77	0.71	0.45	0.12	0.18	-0.15	-0.12	-0.46	-1.74
Pa_5_8470	0.1	1.05	0.59	0.19	-0.1	0.23	-0.67	-1.11	-1.68	-0.53
Pa_5_900	-0.02	0.98	2.21	2.21	1.21	0.02	-1.75	-2.89	-2.97	-2.73
Pa_5_910	0.27	1.08	2.24	1.86	0.6	-0.27	-0.86	-1.01	-0.98	-1.56
Pa_5_9765	0.32	1.25	0.93	0.4	0.22	-0.22	-0.43	-1.48	-1.08	-1.02
Pa_5_9910	0.31	0.06	0.3	-0.02	0.02	0.15	-0.99	-2.13	-2.54	-2.66
Pa_6_10	1.02	0.95	-0.24	1.05	1.24	0.24	-0.47	-1.49	-2.27	-2.52
Pa_6_10350	1.38	0.75	1.48	0.73	0.4	-0.4	-1.18	-2.06	-2.25	-1.92
Pa_6_10380	1.19	0.84	1.54	0.67	0.28	-0.28	-1.05	-1.69	-1.99	-2.19
Pa_6_10390	0.68	0.89	1.21	0.42	0.25	-0.25	-0.78	-1.4	-1.74	-2.08
Pa_6_10470	0.29	1.35	0.89	0.79	0.33	-0.29	-0.85	-1.11	-1.17	-0.88
Pa_6_10490	0.23	0.57	0.37	-0.14	-0.21	0.1	0.24	-0.1	-0.73	-2.08
Pa_6_10630	0.1	0.03	-0.03	1.39	0.34	0.99	-0.23	-1.74	-1.94	-1.39
Pa_6_10930	0.63	-0.13	0.47	1.7	0.52	0.13	-0.67	-0.75	-0.97	-0.43
Pa_6_110	-0.15	0.04	0.92	0.74	0.69	0.4	-0.04	-0.81	-1.11	-1.71
Pa_6_11060	0.45	1.46	1.59	0.64	0.1	-0.1	-1.29	-2.6	-3.39	-3.44
Pa_6_11200	2.8	2.61	1.27	0.47	-0.14	0.14	-0.32	-0.71	-0.8	-0.47
Pa_6_11690	0.27	0.33	0.56	0.04	-0.04	0.04	-0.38	-1.11	-1.82	-3.46
Pa_6_1310	-0.3	0.43	0.67	-0.27	0.45	0.16	0.95	-0.16	-1.24	-1.71
Pa_6_145	1.41	1.11	0.67	0.14	0.18	-0.14	-0.74	-0.56	-0.41	-1.14
Pa_6_230	1.04	1.52	1.03	0.01	0.13	-0.01	-0.38	-0.81	-1.03	-1.01
Pa_6_2340	1.91	0.79	0.99	-0.13	0.13	0.13	-0.57	-1.34	-1.81	-1.63
Pa_6_2390	1.5	1.77	0.99	0.45	0.09	-0.09	-0.66	-0.48	-0.65	-0.99
Pa_6_2440	1.22	1.07	0.69	0.43	0.18	-0.18	-0.21	-0.66	-1.26	-1.83
Pa_6_2460	1.01	1.27	0.95	0.49	-0.12	0.12	-0.25	-0.84	-1.07	-1.69
Pa_6_3093	0.44	1.53	0.77	0.64	0.36	-0.36	-0.55	-1.47	-1.43	-1.4
Pa_6_4110	1.13	1.54	2.33	1.28	0.14	-0.14	-0.97	-1.4	-1.48	-1.44
Pa_6_515	-0.26	1.07	1.52	1.52	0.74	0.26	-0.54	-0.72	-0.92	-1.48
Pa_6_5390	0.99	0.7	0.67	0.28	0.3	-0.28	-0.7	-0.91	-1.42	-1.89
Pa_6_5790	0.46	0.58	0.35	0.09	0.13	-0.09	-0.28	-1.15	-2.14	-2.87
Pa_6_6280	1.37	-0.08	0.51	0.08	0.31	0.13	-0.54	-1.06	-1.14	-0.77
Pa_6_6330	1.58	-0.05	0.18	0.05	0.26	0.06	-1.09	-2.66	-3.35	-3.48
Pa_6_7000	-0.5	0.64	0.24	0.28	-0.01	-0.28	-0.56	0.08	0.01	-2.04
Pa_6_7145	0.17	0.04	0.07	0.01	0.04	-0.11	-0.01	-0.18	-0.93	-2.65
Pa_6_7345	2.17	1.01	0.92	0.24	0.18	-0.18	-0.53	-1.15	-1.19	-1.22
Pa_6_7350	1.05	1.79	2.63	2.01	0.34	-0.34	-0.57	-0.8	-0.76	-0.92
Pa_6_7550	1.82	1.18	0.88	0.39	0.11	-0.11	-0.75	-0.83	-0.83	-1.26
Pa_6_7585	-0.74	0.18	0.34	0.23	0.2	0.05	-0.05	-0.32	-0.93	-2.83
Pa_6_7590	-0.55	0.52	0.46	0.35	0.27	0.06	-0.06	-0.21	-0.83	-2.82
Pa_6_7690	2.81	1.9	1.3	0.86	0.09	-0.09	-0.65	-0.78	-0.48	-0.51
Pa_6_770	2.05	1	0.53	0.33	-0.16	0.16	-0.48	-0.54	-0.38	-0.76
Pa_6_8010	0.4	0.79	0.31	0.25	-0.03	0.03	-0.23	-0.35	-0.61	-1.72
Pa_6_8140	1.33	1.61	2.83	1.47	0.06	-0.06	-0.17	-1.28	-1.37	-1.53
Pa_6_8250	0.53	0.73	0.96	0.31	0.14	-0.14	-0.55	-0.64	-0.5	-1.8
Pa_6_8260	0.6	0.91	0.91	0.1	0.12	-0.1	-1.2	-2.04	-1.97	-2.57
Pa_6_8310	0.59	1.54	1.3	0.8	0.18	-0.18	-1.16	-1.76	-2.28	-2.7
Pa_6_90	0.64	-0.31	0.62	0.41	0.76	0.31	-0.56	-1.52	-1.79	-0.89
Pa_6_9240	2.39	1.47	1.11	0.69	0.15	-0.15	-0.66	-1.03	-0.92	-0.89
Pa_6_9460	1.83	1.51	1.43	0.61	0.14	-0.14	-1.05	-1.36	-1.58	-1.26
Pa_6_9580	-0.05	0.59	2.51	2.87	1.63	0.05	-0.63	-1.17	-0.95	-0.98
Pa_6_9796	1.35	2.16	2.46	1.57	0.38	-0.38	-1.37	-2.29	-2.24	-2.71
Pa_6_9970	3.11	1.45	1.2	0.46	-0.09	0.09	-0.35	-0.52	-0.83	-1.48
Pa_6_9980	1.23	0.9	1.12	0.59	-0.14	0.14	-1.36	-2.14	-2.77	-3.06
Pa_7_1020	-0.27	0.94	2.01	1.84	1.15	0.27	-0.44	-0.7	-0.77	-1.02
Pa_7_1030	-0.52	0.75	0.01	0.74	0.56	0.82	-0.01	-1	-1.55	-3.44
Pa_7_10380	-0.14	0.09	0.9	0.8	0.6	0.52	-0.09	-1.1	-1.61	-0.8
Pa_7_10740	-1.06	0.06	1.59	0.83	0.82	0.46	-0.06	-1.43	-2.92	-3.43
Pa_7_11115	-0.55	0.89	1.22	1.22	1.05	0.25	-0.25	-0.65	-0.82	-1.43
Pa_7_1960	-0.17	0.17	0.52	1.11	0.38	0.2	-0.93	-1.77	-2.09	-1.65
Pa_7_2600	0.56	0.14	0.58	1.76	1.16	-0.14	-0.9	-1.28	-1.25	-1.18
Pa_7_2610	0.27	0.82	0.22	1.45	0.78	-0.22	-1.12	-1.28	-0.62	-1.34
Pa_7_2870	0.05	1.87	4.59	2.68	0.7	-0.05	-1.52	-3.37	-2.85	-3.26
Pa_7_310	3.53	1.47	1.7	0.9	0.37	-0.37	-1.69	-2.91	-2.64	-1.84
Pa_7_3100	0.86	1.27	0.85	0.46	-0.01	0.01	-0.67	-0.97	-1.22	-1.65
Pa_7_320	2.48	1.5	1.97	0.99	0.18	-0.18	-1.48	-3.41	-3.54	-3.3
Pa_7_330	1.03	0.28	0.67	0.53	0.19	-0.19	-0.49	-1.01	-1.3	-2.44
Pa_7_3300	2.86	1.45	0.8	-0.05	0.24	0.05	-0.64	-0.86	-1.41	-1.43
Pa_7_3330	1.27	0.59	0.57	0.21	0.01	-0.01	-0.43	-1	-1.4	-1.72
Pa_7_3560	0.46	-0.21	0.01	0.18	0.06	0.13	-0.01	-0.42	-0.87	-2.34
Pa_7_3760	-0.52	0.55	0.61	0.46	0.52	0.17	-0.17	-0.57	-1.14	-1.92
Pa_7_3890	1.55	2.07	1.35	0.09	0.08	-0.08	-0.64	-1.17	-1.23	-1.04
Pa_7_4100	2.09	2.56	1.71	0.44	-0.05	0.05	-0.63	-1.12	-1.42	-1.68
Pa_7_4260	0.87	1.23	0.61	0.36	0.05	-0.05	-0.79	-1.32	-1.71	-2.18
Pa_7_4330	1.48	0.82	0.62	0.28	0.07	-0.07	-0.79	-1.23	-1.24	-0.98
Pa_7_460	0.12	2.64	2.8	2.98	1.55	-0.12	-0.85	-2.68	-1.55	-0.54
Pa_7_4710	-0.62	0.5	1.01	1.15	0.95	0.34	-0.34	-0.66	-1.21	-1.9
Pa_7_4790	0.18	0.4	0.22	0.32	0.22	-0.18	-0.78	-0.99	-1.27	-2.11
Pa_7_4890	-0.4	0	1.15	0.91	0.72	0.58	0	-0.73	-1.23	-1.78
Pa_7_4930	0.05	0.82	0.22	0.74	-0.05	0.26	-0.94	-0.62	-0.81	-2.26
Pa_7_4940	0.01	0.56	-0.01	0.96	0.2	0.58	-0.29	-0.3	-0.65	-2.39
Pa_7_5470	0.26	-0.15	0.13	0.3	0.19	-0.28	-0.13	0.13	-0.25	-2.55
Pa_7_5610	-0.16	0.67	0.59	0.17	-0.09	0.14	0.09	-0.22	-0.61	-2.01
Pa_7_5620	0.51	1.66	1.03	0.43	-0.08	0.08	-0.66	-1.18	-0.9	-1
Pa_7_70	1.09	1.09	0.52	0.25	0.11	-0.11	-0.61	-1.09	-1.57	-1.44
Pa_7_7530	0.72	0	0.31	0	0.37	0.05	-0.65	-1.16	-1.72	-3.23
Pa_7_860	0.99	1.16	0.88	0.84	0.31	-0.31	-0.96	-1.19	-1.5	-1.34
Pa_7_870	2.44	2.32	1.6	0.65	0.07	-0.07	-0.82	-1.32	-1.22	-1
Pa_7_990	0.94	0.12	0.23	-0.02	0.02	0.02	-0.23	-0.62	-1.05	-2.01
