Pa_1_23748	0.0198086936518623
Pa_5_3665	-0.0197910565476563
Pa_5_4970	-0.0197477115333001
Pa_4_6130	-0.0196918669211667
Pa_7_5200	-0.0196550981409016
Pa_2_12460	-0.0196535376284613
Pa_1_18730	-0.0196110731071496
Pa_6_10570	-0.0195831485093595
Pa_4_6400	-0.0195820291346103
Pa_6_6640	-0.0195700111351971
Pa_1_7940	-0.0195428786299165
Pa_2_5990	-0.019533790495046
Pa_2_12180	-0.0195316856486435
Pa_6_970	-0.0195278324712858
Pa_6_4120	-0.0194932209897695
Pa_4_2160	-0.0194910753629284
Pa_1_4490	-0.0194818486021088
Pa_2_12490	-0.0194670611319048
Pa_3_6020	-0.0194282696082126
Pa_3_9310	-0.0193934037532182
Pa_5_11890	-0.0193932745016662
Pa_3_7780	0.0193886819751513
Pa_2_2000	-0.0193877618969395
Pa_1_12200	-0.0193838350842668
Pa_5_11550	-0.019374955919256
Pa_1_17200	-0.0193551416635209
Pa_1_17610	-0.0193480074036776
Pa_4_6580	-0.0193379526842383
Pa_4_7320	-0.0193305652236337
Pa_4_7330	-0.0193115171244789
Pa_3_7775	0.0193062625802967
Pa_3_11320	-0.0193055765093709
Pa_5_780	0.0192914161104674
Pa_1_7250	-0.0192884733979629
Pa_1_2570	-0.0192851384210666
Pa_1_11630	-0.019280579471699
Pa_3_3710	-0.0192727894464272
Pa_3_4800	-0.019258829805699
Pa_6_1620	-0.0192388447738281
Pa_4_6180	-0.0192382806100288
Pa_7_8430	-0.019236391623395
Pa_1_22710	-0.0192330941594981
Pa_6_9260	-0.0192237188872244
Pa_5_5780	-0.0192186910429472
Pa_7_5935	-0.0192134048912272
Pa_4_2150	-0.0192088391288238
Pa_2_3660	-0.0192037998349598
Pa_2_3520	-0.0191988219770224
Pa_2_900	-0.0191900507350109
Pa_1_10080	-0.0191816723661445
