Tm24_Anova_bis_med	T0_Anova_bis_med	T6_Anova_bis_med	T12_Anova_bis_med	T18_Anova_bis_med	T24_Anova_bis_med	T30_Anova_bis_med	T42_Anova_bis_med	T54_Anova_bis_med	T96_Anova_bis_med
Pa_5_11362	-0.54	-0.29	-0.31	0.02	-0.02	0.07	-0.03	0.45	2.54	4.13
Pa_5_1170	-0.12	-0.05	-0.15	-0.12	-0.01	0.12	0.01	3.52	6.42	5.99
Pa_5_11875	-2.48	-2.25	-2.19	-0.42	0.07	-0.07	0.45	1.88	2.71	2.69
Pa_5_12050	-0.16	-0.2	0.01	-0.1	-0.01	-0.12	0.19	1.34	3.32	2.8
Pa_5_12065	-0.81	-0.68	-0.84	-0.31	-0.1	0.1	0.79	1.83	2.18	1.99
Pa_5_12160	-0.22	0.08	-0.2	-0.12	-0.08	-0.12	0.63	1.85	3.91	6.52
Pa_5_12380	-2.32	-2.22	-2.52	-0.65	-0.35	0.35	1.19	1.99	2.57	2.35
Pa_5_12390	-0.39	-0.24	-0.47	-0.27	-0.11	0.11	0.89	2.65	4.46	4
Pa_5_12530	-1.17	-0.84	-1.09	-0.69	-0.21	0.21	1.38	2.2	2.08	1.15
Pa_5_12610	-0.06	-0.04	-0.11	-0.12	0.04	0.14	-0.11	0.38	3.22	6.59
Pa_5_12670	-0.37	0.17	-0.29	-0.39	-0.58	-0.17	0.83	2.55	2.42	1.41
Pa_5_12690	-0.71	0.06	-0.38	-0.26	-0.36	-0.06	0.19	1.23	1.74	3.8
Pa_5_12700	-1.46	-0.93	-0.36	-1.21	-0.62	0.36	1.42	1.73	1.61	2.82
Pa_5_12790	-0.55	-0.33	0	-0.48	0	-0.24	0.08	0.56	1.85	2.7
Pa_5_12860	-0.47	-0.06	-0.26	-0.31	0.07	-0.25	0.17	0.06	1.45	2.2
Pa_5_12890	0.03	0.37	-0.21	-0.22	-0.12	-0.03	-0.14	0.73	2.29	1.55
Pa_5_13050	-2.85	-2.33	-3.01	-1.31	-0.16	0.16	0.46	1.51	1.92	1.48
Pa_5_13085	0.32	0.38	-0.15	0.09	-0.09	-0.55	-0.45	-0.52	2.83	3.41
Pa_5_1330	-0.25	-0.48	0.08	-0.41	-0.12	0.37	-0.08	0.65	2.13	2.35
Pa_5_1430	-1.21	-0.93	-1.49	-1.38	-0.39	0.39	1.39	1.85	1.59	0.86
Pa_5_1440	-1.41	-0.48	-0.9	-1.14	-0.43	0.43	1.66	2.94	2.88	2.41
Pa_5_1450	-0.98	-0.64	-0.73	-0.97	-0.32	0.32	1.82	2.24	1.94	3.17
Pa_5_1470	-1.55	-0.8	-1.18	-1.46	-1.34	0.8	2.99	4.16	3.67	2.02
Pa_5_1580	-0.44	-0.27	0.15	-0.39	-0.03	0.03	-0.14	0.76	2.2	2.3
Pa_5_1690	-0.81	-0.68	-0.35	-0.28	-0.3	0.28	1.65	2.16	1.98	2.72
Pa_5_1700	-0.52	-0.8	-0.28	-0.32	0.16	-0.16	0.62	2.48	3.89	0.79
Pa_5_2270	1.28	-0.2	-0.26	-0.28	-0.14	0	0	1.01	1.58	3.02
Pa_5_2300	-1.11	0.34	-0.32	-0.26	-0.09	-0.37	0.09	1.37	2.2	3.43
Pa_5_2320	0.31	-0.68	-0.65	-1.24	-0.95	-0.31	0.61	2.67	3.64	1.17
Pa_5_2355	-0.85	-1.1	-1.16	-0.2	0.01	-0.01	0.14	0.94	1.59	1.39
Pa_5_2370	-1.82	-0.65	-0.83	-1.16	-0.55	0.55	1.46	1.48	1.12	0.9
Pa_5_2720	-0.89	-0.24	-0.22	-0.22	-0.21	0.21	0.7	1.46	1.61	1.03
Pa_5_2750	-0.54	-0.44	-0.66	-0.63	-0.15	0.15	0.2	0.16	1.21	1.86
Pa_5_2860	-1.16	-0.05	-0.75	-0.77	0.05	0.17	-0.14	0.1	1.98	3.77
Pa_5_3200	-1.73	-1.51	-1.5	-0.78	-0.39	0.39	1.64	2.57	2.43	1.3
Pa_5_330	-1.07	0.2	-0.38	-0.25	-0.2	-0.53	0.43	1.94	2.06	2.5
Pa_5_3395	-1.18	-0.8	-0.77	-0.48	-0.03	0.03	0.16	2.39	3.04	4.67
Pa_5_340	-0.79	-0.3	-0.06	-0.22	0.1	0.06	0.53	1.48	1.72	-0.33
Pa_5_3430	-1.16	-0.77	-0.75	-0.34	0.65	0.47	0.24	-0.24	1.69	2.34
Pa_5_3440	-0.54	-0.09	0.26	-0.54	0.74	0.06	-0.06	-0.56	2.07	3.25
Pa_5_3450	-0.2	0.11	-0.04	-0.1	0.04	0.14	-0.09	-0.07	2.96	3.01
Pa_5_3470	-0.11	-0.08	-0.77	-0.01	0.25	-0.04	0.01	0.13	1.36	2.27
Pa_5_390	-0.37	0.05	-0.14	-0.11	-0.05	0.1	-0.18	0.32	4.38	4.26
Pa_5_4090	-0.23	0.07	-0.1	-0.45	-0.07	-0.13	0.46	2.12	2.5	2.71
Pa_5_410	-0.18	0.02	0.08	-0.22	-0.02	0.2	-0.22	-0.42	1.5	2.63
Pa_5_4140	-0.39	-0.18	-0.65	-1.42	0.07	-0.07	0.76	1.34	1.65	1.03
Pa_5_4400	-0.86	-0.01	-0.27	-0.12	0.01	-0.14	0.44	1.52	2.24	2.06
Pa_5_4540	-1.03	-0.09	-0.27	0.04	0.13	-0.04	-0.26	0.96	4.84	4.35
Pa_5_4575	0.21	-0.15	-0.26	-0.37	-0.12	0.12	-0.21	2.09	6.21	6.28
Pa_5_4590	-0.89	-0.01	-0.89	-0.13	-0.71	0.01	0.38	1.41	1.72	1.27
Pa_5_4660	-1.89	-0.82	-0.4	0.11	-0.11	0.11	1.01	1.79	1.49	-0.58
Pa_5_4840	-0.5	0.03	-0.23	-0.34	-0.35	-0.03	0.69	1.28	2.06	2.17
Pa_5_505	-0.79	0.01	0.04	-0.2	-0.01	-0.25	-0.09	1.13	1.89	1.24
Pa_5_6360	-1.26	-0.3	-0.73	-0.93	-0.57	0.3	2.05	3.96	3.92	4
Pa_5_6440	-3.12	-3.24	-3.22	-3.04	-0.96	0.96	1.96	2.57	3	1.71
Pa_5_6955	-0.65	-0.33	-0.37	-0.18	0.12	-0.12	0.26	2.91	3.19	1.46
Pa_5_7130	-0.29	-0.23	-0.36	-0.2	0.01	0.18	-0.01	3.24	6.36	5.91
Pa_5_720	0.13	-0.13	-0.44	-0.37	-0.28	-0.32	0.13	2.43	2.42	3.19
Pa_5_7270	1.2	0.07	0.85	-0.07	-0.43	-0.41	-1	-0.61	3.34	4.76
Pa_5_7340	0	-0.43	-0.35	-0.32	-0.11	0	0.17	0.73	2.09	2.73
Pa_5_7680	0.38	0.28	-0.01	0.01	-0.22	-0.52	-0.4	-0.18	2.88	2.36
Pa_5_7695	-0.54	0.45	-0.06	-0.06	0.19	0.06	-0.27	-0.37	3.33	3.71
Pa_5_8020	1.51	-0.15	-0.61	-0.71	-0.3	0	0	0.58	2.15	2.53
Pa_5_8032	-1.18	-0.29	-0.24	0.03	-0.06	-0.03	0.04	0.21	2.21	4.66
Pa_5_8076	-0.78	-0.75	-0.92	-0.33	0.07	-0.07	0.37	0.47	1.77	1.17
Pa_5_8078	-0.56	-0.13	-0.15	-0.3	0.18	0.06	-0.06	0.16	1.71	2.8
Pa_5_8460	-0.3	-0.16	0.05	-0.05	-0.17	-0.12	0.39	2	2.14	2.43
Pa_5_8910	-0.01	-1.28	-0.63	0.39	-0.17	0.01	0.07	-0.07	1.17	1.29
Pa_5_9790	-1.17	-0.02	0.02	-0.66	-1.07	-0.81	0.84	3.07	3.68	4.07
Pa_5_9845	-1.71	-0.24	-0.69	-0.98	-0.35	0.24	2.04	3.96	4.66	3.82
Pa_5_9850	-1.07	-0.76	-0.93	-0.9	-0.36	0.36	0.71	1	2.07	1.57
Pa_5_9900	0.47	1.42	0.01	-0.17	-0.06	-0.01	-0.21	-0.16	2.78	3.35
Pa_5_9950	-0.02	0.48	0.02	-0.17	-0.5	-0.08	-0.53	1.68	5.47	5.09
Pa_6_100	-0.44	-0.34	0.39	0.41	0.13	-0.13	-0.33	-0.63	1.92	1.95
Pa_6_10060	-0.92	-1.3	-1.63	-1.29	-0.08	0.08	1.08	1.79	2.42	1.84
Pa_6_10150	0.16	-0.16	-0.52	-0.72	-0.4	-0.2	0.27	2.91	4.44	3
Pa_6_1020	-0.43	-0.42	-0.03	0.03	-0.1	-0.36	0.2	1.69	2.56	1.2
Pa_6_10445	-0.65	-0.02	-0.6	-0.12	-0.34	0.02	0.58	1.19	2.31	2.43
Pa_6_10540	-1.42	-1.14	-1.24	-0.47	-0.19	0.19	0.32	1.49	0.71	2.83
Pa_6_10770	0.08	-0.17	-0.03	-0.42	-0.26	-0.17	0.03	1.7	2.24	2.37
Pa_6_10780	-1.65	-0.98	-1.28	-0.98	-0.37	0.37	1.52	3.13	3.91	2.32
Pa_6_10850	-2.84	-1.17	-1.71	-1.69	-0.81	0.82	1.56	1.06	1.75	0.81
Pa_6_10940	-0.35	-0.08	-0.34	-0.35	-0.15	0.22	0.08	0.57	2.79	3.86
Pa_6_1110	-0.91	-0.18	-0.01	0.18	0.01	-0.34	-0.14	1.47	2.01	4.63
Pa_6_11100	-0.85	-0.18	-0.41	-0.48	-0.53	0.18	1.48	3.37	3.29	2.6
Pa_6_11390	-0.21	0.18	-0.07	-0.04	-0.05	-0.03	0.03	0.13	2.1	2.4
Pa_6_11460	-0.69	-0.29	-0.2	-0.29	0.2	-0.23	0.7	2.03	2.23	1.89
Pa_6_1480	0.09	-0.01	-0.09	-0.54	-0.66	-0.5	0.01	0.96	1.99	1.81
Pa_6_1765	-0.73	0.21	-0.42	-0.8	-0.47	-0.21	0.3	2.33	3.81	3.03
Pa_6_1980	-2.4	-0.81	-1.24	-1.48	-0.76	0.76	2.28	3.07	2.36	1.84
Pa_6_2740	-0.88	-0.69	-1.38	-1.75	-0.41	0.41	0.63	1.46	1.66	2.49
Pa_6_2790	-1.17	-0.32	-0.19	-0.47	-0.02	0.02	0.43	0.47	1.45	3.14
Pa_6_2810	-0.21	-0.36	-0.45	-0.28	-0.2	0.2	1	1.57	2.27	2.73
Pa_6_2950	-0.64	-0.02	-0.12	-0.01	-0.32	0.01	1.05	2.18	1.87	1.33
Pa_6_2960	-0.79	-0.38	-0.05	-0.23	-0.25	0.05	0.92	2.02	1.77	1.64
Pa_6_3460	-1.35	-0.99	-1.01	-0.82	-0.25	0.25	0.85	1.52	2.9	1.93
Pa_6_4065	-0.36	-0.02	-0.16	-0.21	0.02	-0.03	0.16	1.01	5.36	4.86
Pa_6_4070	-1.4	-0.45	-0.61	-0.54	-0.36	0.36	0.9	1.85	1.6	2.99
Pa_6_4080	-0.6	-0.5	-0.7	-0.47	-0.22	0.22	1.31	2.03	1.81	1.98
Pa_6_4210	-1.92	-0.94	-1.19	-0.56	0.02	-0.02	0.76	1.22	1.33	0.79
Pa_6_4290	-0.97	-0.49	-0.56	-0.31	0.09	-0.09	1.06	2.73	2.67	2.07
Pa_6_435	-1.82	-0.97	-1.07	-0.47	-0.08	0.08	1.13	2.27	2.95	2.38
Pa_6_4360	0.26	-0.15	-0.2	-0.15	-0.07	-0.02	0.02	0.25	3.2	2.95
Pa_6_4570	-0.76	-0.75	0.39	-0.17	-0.19	-0.12	0.12	2.82	6.49	5.53
Pa_6_4786	-0.24	-0.04	0	0	0.06	-0.05	-0.01	1.51	2.5	2.03
Pa_6_5320	-0.63	-0.03	-0.1	-0.06	-0.14	0.03	1.01	2.05	2.46	2.57
Pa_6_5380	-1.13	0.48	0.03	-0.18	-0.03	-0.37	-0.04	0.94	1.27	2.87
Pa_6_5795	-1.56	-1.2	-1.4	-0.69	0.06	-0.06	1.08	2.67	3.47	3.15
Pa_6_6260	0.39	0.22	-0.51	0.09	-0.09	-0.33	-0.97	-0.99	1.31	2.34
Pa_6_6740	-0.51	-0.27	-0.45	-0.32	-0.13	0.16	0.13	2.09	6.17	5.77
Pa_6_6845	-0.73	-0.53	-0.39	-0.72	-0.03	0.13	0.03	0.23	1.41	2.66
Pa_6_6905	-1.97	-2.52	-1.78	-0.1	-0.08	0.08	0.66	1.57	2.12	1.58
Pa_6_6930	-0.3	-0.57	-0.93	0.19	0.22	-0.19	-0.73	0.21	3.88	3.52
Pa_6_695	-0.66	0.03	-0.3	-0.2	-0.09	-0.02	0.02	0.27	1.32	1.88
Pa_6_7170	-0.45	-0.06	-0.23	0.06	-0.19	-0.18	0.27	1.58	2.12	2.8
Pa_6_7200	-0.08	0.1	-0.07	-0.09	-0.07	0.06	-0.06	0.32	3.28	5.08
Pa_6_7460	-0.95	-0.27	-0.25	-0.39	0.1	0.01	-0.01	0.19	1.35	1.73
Pa_6_7525	-0.51	0.03	-0.01	-0.51	-0.32	0.01	0.15	-0.62	2.03	2.19
Pa_6_765	-0.37	-0.29	-0.26	-0.22	0.15	-0.06	0.06	0.44	1.8	2.66
Pa_6_7790	-0.45	-0.99	-0.98	-0.6	-0.28	0.28	1.56	3.46	4.62	5.19
Pa_6_7967	-0.63	-0.41	-0.91	-0.6	-0.01	0.01	0.24	2.84	5.13	5.04
Pa_6_8335	-1.31	-0.78	-0.71	-0.61	0.06	0.68	0.24	-0.06	1.38	2.95
Pa_6_8570	-1.11	-0.35	-0.67	-0.28	0.07	0.07	-0.07	0.42	1.98	2.82
Pa_6_8610	-0.44	-0.2	-0.56	0.11	-0.05	-0.43	0.05	2.45	2.65	1.29
Pa_6_8785	-0.8	-0.99	-0.79	-0.09	-0.19	0.09	1.3	1.64	1.61	0.29
Pa_6_8790	-0.59	-0.71	-0.65	-0.35	-0.3	0.49	1.66	1.94	1.79	0.3
Pa_6_8825	-2.17	-1.49	-2.06	-1.97	-0.42	0.42	0.6	1.18	2.34	2.41
Pa_6_9060	-1.25	-1.18	-1.38	-1.73	-0.24	0.55	0.78	0.24	0.53	1.39
Pa_6_9450	-0.83	-0.01	-0.03	0.06	0.9	-0.36	-0.27	0.01	1.68	2.05
Pa_6_9695	-0.01	-0.07	-0.25	-0.31	-0.04	0.01	0.16	1.03	4.06	4.25
Pa_7_10	-0.04	0.04	-0.21	-0.29	-0.12	0.14	-0.09	0.55	2.48	4.42
Pa_7_10130	-0.1	-0.07	-0.16	-0.15	0.07	-0.09	0.13	0.23	1.72	3.05
Pa_7_10710	-1.13	-0.77	-1	-0.86	-0.22	0.22	1.11	1.87	1.86	1.19
Pa_7_10860	-0.54	-0.17	-0.27	-0.25	-0.04	0.04	0.74	1.22	1.63	2.4
Pa_7_11145	-0.07	0.36	0.07	0.26	-0.09	-0.47	-0.7	-0.32	2.28	1.64
Pa_7_11250	-0.33	-0.08	-0.29	-0.13	-0.02	0.11	0.02	1.19	4.22	6.09
Pa_7_11370	-1.05	-1.54	-0.79	-0.44	-0.32	0.32	0.9	1.58	1.07	0.58
Pa_7_11400	-0.87	-0.4	-0.58	0.07	-0.07	-0.19	0.33	1.3	2.8	1.98
Pa_7_11580	-0.47	-0.46	-0.03	-0.42	0.03	-0.07	0.26	0.76	1.97	2.67
Pa_7_1450	-0.19	-0.99	0.81	-0.06	-0.53	-0.2	0.06	0.23	0.86	1.53
Pa_7_2225	1.63	0.21	-0.39	-0.45	-0.16	-0.46	-0.34	0.16	2.35	1.92
Pa_7_2420	-0.99	-1.11	-0.65	0.14	0.1	-0.12	-0.1	1.74	3.41	2.84
Pa_7_2500	-0.49	-0.46	-0.78	-0.51	-0.31	0.31	1.27	2.03	1.73	0.82
Pa_7_3230	-0.41	0.05	-0.36	-0.05	0.07	-0.11	-0.14	0.07	1.4	2.9
Pa_7_3370	-0.23	-0.55	-0.33	-0.15	-0.1	0.1	0.66	1.87	2.36	1.79
Pa_7_3600	-0.67	-0.72	-0.56	-0.34	-0.27	0.27	1.39	2.66	2.5	1.62
Pa_7_3690	0.05	-0.08	-0.22	-0.08	-0.22	-0.05	1.11	2.51	2.41	1.22
Pa_7_3990	-0.7	-0.26	-0.13	0.13	-0.42	-0.13	1.43	3.92	4.47	5.1
Pa_7_4000	-1.22	-0.01	-0.28	-0.43	-0.49	0.01	1.09	2.27	2.24	2.07
Pa_7_4025	0.04	-0.12	-0.12	-0.6	-0.45	-0.04	0.89	2.26	2.36	1.53
Pa_7_4120	-1.01	-0.42	-0.43	-0.34	-0.09	0.09	0.87	2.02	1.92	1.93
Pa_7_4320	-0.58	-0.07	-0.43	-0.1	-0.24	0.11	0.07	0.76	1.72	2.5
Pa_7_4485	0.65	0.36	-0.36	-0.63	-0.69	-0.67	-0.8	1.02	3.99	3.63
Pa_7_5300	-0.48	-0.5	-0.63	-0.53	-0.08	0.08	0.36	1.11	2.41	2.95
Pa_7_5310	0.05	-0.62	-0.35	-0.52	-0.02	-0.15	0.02	0.25	1.53	2.09
Pa_7_535	-0.86	-1.05	-1.11	-1.14	-0.34	0.34	0.95	2.6	3.33	3.36
Pa_7_5465	-0.65	-0.42	-0.7	-0.39	-0.31	0.31	1.26	1.8	1.91	1.93
Pa_7_5890	0.15	-0.11	0.03	-0.03	0.33	-0.22	-0.07	-0.03	2.96	3.28
Pa_7_660	-1.73	-0.98	-0.29	-0.85	-0.46	0.29	1.49	2.38	2.16	1.49
Pa_7_670	-1.28	-1.2	-0.22	-0.33	-0.31	0.3	1.37	1.88	1.71	0.22
Pa_7_7000	-0.8	-0.3	-0.3	-0.42	0.04	-0.04	0.41	1.19	2.69	1.97
Pa_7_7240	-0.73	-0.49	-0.82	-0.34	-0.12	0.12	0.56	1.71	2.78	2.72
Pa_7_730	-0.71	-0.64	-0.31	0.44	-0.05	-0.41	0.05	1.87	2.26	5.54
Pa_7_7955	-0.65	-0.54	-0.1	0.06	0.24	-0.06	-0.3	0.17	3.4	5.38
Pa_7_8540	-1.34	-0.93	-1.1	-0.78	-0.29	0.29	0.83	1.75	2.7	2.83
Pa_7_8630	-0.57	-0.09	-0.07	-0.14	0.14	-0.14	0.07	0.83	2.02	2.65
Pa_7_8670	-0.98	0	0.16	0	-0.07	-0.45	-0.31	2.15	2.95	4.49
Pa_7_8780	-0.68	0.5	0.04	-0.04	0.02	-0.04	-0.55	-0.02	1.68	3.43
Pa_7_8970	-0.56	-0.39	-0.06	-0.09	0.04	0.03	-0.03	1.46	5.92	5.6
Pa_7_9030	-0.21	-0.18	-0.33	-0.2	0.13	-0.04	0.04	0.85	3.63	4.32
Pa_7_9655	-0.71	-0.09	-0.38	-0.43	-0.02	0.02	0.51	2.03	2.48	2.91
SMR1	-0.29	-0.07	-0.13	0.07	-0.07	-0.08	0.26	1.01	1.83	1.28
SMR2	-0.43	-0.36	-0.65	-0.67	-0.08	0.08	1.57	2.59	2.99	2.57
